title,description,content,location,character,time,source,url
Coronavirus: Spain¡¯s death toll surpasses China¡¯s,"Spain¡¯s death toll from the coronavirus has surpassed the official figure from China, becoming the second highest in the world.","The number of deaths rose by 738 in 24 hours - a daily record - to 3,434, higher Secretary-General Ant¨®nio Guterres said.",Spain China,Carmen Calvo Ant¨®nio Guterres,2020/3/24,BBC,https://www.bbc.com/news/world-europe-52036836
